,Date,DISTRICT,Weather Condition
679,2020-11-09,Baglung,Clear
680,2020-11-10,Baglung,Clear
681,2020-11-11,Baglung,Clear
682,2020-11-12,Baglung,Clear
683,2020-11-13,Baglung,Clear
684,2020-11-14,Baglung,Clear
685,2020-11-15,Baglung,Clear
686,2020-11-16,Baglung,Clear
687,2020-11-17,Baglung,Clear
688,2020-11-18,Baglung,Clear
689,2020-11-19,Baglung,Clear
690,2020-11-20,Baglung,Clear
691,2020-11-21,Baglung,Clear
692,2020-11-22,Baglung,Clear
693,2020-11-23,Baglung,Clear
694,2020-11-24,Baglung,Clear
695,2020-11-25,Baglung,Clear
696,2020-11-26,Baglung,Clear
697,2020-11-27,Baglung,Clear
698,2020-11-28,Baglung,Clear
699,2020-11-29,Baglung,Clear
700,2020-11-30,Baglung,Clear
701,2020-12-01,Baglung,Clear
702,2020-12-02,Baglung,Clear
703,2020-12-03,Baglung,Clear
704,2020-12-04,Baglung,Clear
705,2020-12-05,Baglung,Clear
706,2020-12-06,Baglung,Clear
707,2020-12-07,Baglung,Clear
708,2020-12-08,Baglung,Clear
709,2020-12-09,Baglung,Clear
710,2020-12-10,Baglung,Clear
711,2020-12-11,Baglung,Clear
712,2020-12-12,Baglung,Clear
713,2020-12-13,Baglung,Clear
714,2020-12-14,Baglung,Clear
715,2020-12-15,Baglung,Clear
716,2020-12-16,Baglung,Clear
717,2020-12-17,Baglung,Clear
718,2020-12-18,Baglung,Clear
719,2020-12-19,Baglung,Clear
720,2020-12-20,Baglung,Clear
721,2020-12-21,Baglung,Clear
722,2020-12-22,Baglung,Clear
723,2020-12-23,Baglung,Clear
724,2020-12-24,Baglung,Clear
725,2020-12-25,Baglung,Clear
726,2020-12-26,Baglung,Clear
727,2020-12-27,Baglung,Clear
728,2020-12-28,Baglung,Clear
729,2020-12-29,Baglung,Clear
730,2020-12-30,Baglung,Clear
731,2020-12-31,Baglung,Clear
732,2020-01-01,Baitadi,Clear
733,2020-01-02,Baitadi,Clear
734,2020-01-03,Baitadi,Clear
735,2020-01-04,Baitadi,Clear
736,2020-01-05,Baitadi,Clear
737,2020-01-06,Baitadi,Clear
738,2020-01-07,Baitadi,Clear
739,2020-01-08,Baitadi,Clear
740,2020-01-09,Baitadi,Clear
741,2020-01-10,Baitadi,Clear
742,2020-01-11,Baitadi,Clear
743,2020-01-12,Baitadi,Clear
744,2020-01-13,Baitadi,Clear
745,2020-01-14,Baitadi,Clear
746,2020-01-15,Baitadi,Clear
747,2020-01-16,Baitadi,Clear
748,2020-01-17,Baitadi,Clear
749,2020-01-18,Baitadi,Clear
750,2020-01-19,Baitadi,Clear
751,2020-01-20,Baitadi,Clear
752,2020-01-21,Baitadi,Clear
753,2020-01-22,Baitadi,Clear
754,2020-01-23,Baitadi,Clear
755,2020-01-24,Baitadi,Clear
756,2020-01-25,Baitadi,Clear
757,2020-01-26,Baitadi,Clear
758,2020-01-27,Baitadi,Clear
759,2020-01-28,Baitadi,Clear
760,2020-01-29,Baitadi,Clear
761,2020-01-30,Baitadi,Clear
762,2020-01-31,Baitadi,Clear
763,2020-02-01,Baitadi,Clear
764,2020-02-02,Baitadi,Clear
765,2020-02-03,Baitadi,Clear
766,2020-02-04,Baitadi,Clear
767,2020-02-05,Baitadi,Clear
768,2020-02-06,Baitadi,Clear
769,2020-02-07,Baitadi,Clear
770,2020-02-08,Baitadi,Clear
771,2020-02-09,Baitadi,Clear
772,2020-02-10,Baitadi,Clear
773,2020-02-11,Baitadi,Clear
774,2020-02-12,Baitadi,Clear
775,2020-02-13,Baitadi,Clear
776,2020-02-14,Baitadi,Clear
777,2020-02-15,Baitadi,Clear
778,2020-02-16,Baitadi,Clear
779,2020-02-17,Baitadi,Clear
780,2020-02-18,Baitadi,Clear
781,2020-02-19,Baitadi,Clear
782,2020-02-20,Baitadi,Clear
783,2020-02-21,Baitadi,Clear
784,2020-02-22,Baitadi,Clear
785,2020-02-23,Baitadi,Clear
786,2020-02-24,Baitadi,Clear
787,2020-02-25,Baitadi,Clear
788,2020-02-26,Baitadi,Clear
789,2020-02-27,Baitadi,Clear
790,2020-02-28,Baitadi,Clear
791,2020-02-29,Baitadi,Clear
792,2020-03-01,Baitadi,Clear
793,2020-03-02,Baitadi,Clear
794,2020-03-03,Baitadi,Clear
795,2020-03-04,Baitadi,Clear
796,2020-03-05,Baitadi,Clear
797,2020-03-06,Baitadi,Clear
798,2020-03-07,Baitadi,Clear
799,2020-03-08,Baitadi,Clear
800,2020-03-09,Baitadi,Clear
801,2020-03-10,Baitadi,Clear
802,2020-03-11,Baitadi,Clear
803,2020-03-12,Baitadi,Clear
804,2020-03-13,Baitadi,Clear
805,2020-03-14,Baitadi,Clear
806,2020-03-15,Baitadi,Clear
807,2020-03-16,Baitadi,Clear
808,2020-03-17,Baitadi,Clear
809,2020-03-18,Baitadi,Clear
810,2020-03-19,Baitadi,Clear
811,2020-03-20,Baitadi,Clear
812,2020-03-21,Baitadi,Clear
813,2020-03-22,Baitadi,Clear
814,2020-03-23,Baitadi,Clear
815,2020-03-24,Baitadi,Clear
816,2020-03-25,Baitadi,Clear
817,2020-03-26,Baitadi,Clear
818,2020-03-27,Baitadi,Clear
819,2020-03-28,Baitadi,Clear
820,2020-03-29,Baitadi,Clear
821,2020-03-30,Baitadi,Clear
822,2020-03-31,Baitadi,Clear
823,2020-04-01,Baitadi,Clear
824,2020-04-02,Baitadi,Clear
825,2020-04-03,Baitadi,Clear
826,2020-04-04,Baitadi,Clear
827,2020-04-05,Baitadi,Clear
828,2020-04-06,Baitadi,Clear
829,2020-04-07,Baitadi,Clear
830,2020-04-08,Baitadi,Clear
831,2020-04-09,Baitadi,Clear
832,2020-04-10,Baitadi,Clear
833,2020-04-11,Baitadi,Clear
834,2020-04-12,Baitadi,Clear
835,2020-04-13,Baitadi,Clear
836,2020-04-14,Baitadi,Clear
837,2020-04-15,Baitadi,Clear
838,2020-04-16,Baitadi,Clear
839,2020-04-17,Baitadi,Clear
840,2020-04-18,Baitadi,Clear
841,2020-04-19,Baitadi,Clear
842,2020-04-20,Baitadi,Clear
843,2020-04-21,Baitadi,Clear
844,2020-04-22,Baitadi,Clear
845,2020-04-23,Baitadi,Clear
846,2020-04-24,Baitadi,Clear
847,2020-04-25,Baitadi,Clear
848,2020-04-26,Baitadi,Clear
849,2020-04-27,Baitadi,Clear
850,2020-04-28,Baitadi,Clear
851,2020-04-29,Baitadi,Clear
852,2020-04-30,Baitadi,Clear
853,2020-05-01,Baitadi,Clear
854,2020-05-02,Baitadi,Clear
855,2020-05-03,Baitadi,Clear
856,2020-05-04,Baitadi,Clear
857,2020-05-05,Baitadi,Clear
858,2020-05-06,Baitadi,Clear
859,2020-05-07,Baitadi,Clear
860,2020-05-08,Baitadi,Clear
861,2020-05-09,Baitadi,Clear
862,2020-05-10,Baitadi,Clear
863,2020-05-11,Baitadi,Clear
864,2020-05-12,Baitadi,Clear
865,2020-05-13,Baitadi,Clear
866,2020-05-14,Baitadi,Clear
867,2020-05-15,Baitadi,Clear
868,2020-05-16,Baitadi,Clear
869,2020-05-17,Baitadi,Clear
870,2020-05-18,Baitadi,Clear
871,2020-05-19,Baitadi,Clear
872,2020-05-20,Baitadi,Clear
873,2020-05-21,Baitadi,Clear
874,2020-05-22,Baitadi,Clear
875,2020-05-23,Baitadi,Clear
876,2020-05-24,Baitadi,Clear
877,2020-05-25,Baitadi,Clear
878,2020-05-26,Baitadi,Clear
879,2020-05-27,Baitadi,Clear
880,2020-05-28,Baitadi,Clear
881,2020-05-29,Baitadi,Clear
882,2020-05-30,Baitadi,Clear
883,2020-05-31,Baitadi,Clear
884,2020-06-01,Baitadi,Clear
885,2020-06-02,Baitadi,Clear
886,2020-06-03,Baitadi,Clear
887,2020-06-04,Baitadi,Clear
888,2020-06-05,Baitadi,Clear
889,2020-06-06,Baitadi,Clear
890,2020-06-07,Baitadi,Clear
891,2020-06-08,Baitadi,Clear
892,2020-06-09,Baitadi,Clear
893,2020-06-10,Baitadi,Clear
894,2020-06-11,Baitadi,Clear
895,2020-06-12,Baitadi,Clear
896,2020-06-13,Baitadi,Clear
897,2020-06-14,Baitadi,Clear
898,2020-06-15,Baitadi,Clear
899,2020-06-16,Baitadi,Clear
900,2020-06-17,Baitadi,Clear
901,2020-06-18,Baitadi,Clear
902,2020-06-19,Baitadi,Clear
903,2020-06-20,Baitadi,Clear
904,2020-06-21,Baitadi,Clear
905,2020-06-22,Baitadi,Clear
906,2020-06-23,Baitadi,Clear
907,2020-06-24,Baitadi,Clear
908,2020-06-25,Baitadi,Rainy
909,2020-06-26,Baitadi,Clear
910,2020-06-27,Baitadi,Rainy
911,2020-06-28,Baitadi,Rainy
912,2020-06-29,Baitadi,Rainy
913,2020-06-30,Baitadi,Rainy
914,2020-07-01,Baitadi,Rainy
915,2020-07-02,Baitadi,Rainy
916,2020-07-03,Baitadi,Rainy
917,2020-07-04,Baitadi,Rainy
918,2020-07-05,Baitadi,Rainy
919,2020-07-06,Baitadi,Rainy
920,2020-07-07,Baitadi,Rainy
921,2020-07-08,Baitadi,Rainy
922,2020-07-09,Baitadi,Rainy
923,2020-07-10,Baitadi,Rainy
924,2020-07-11,Baitadi,Rainy
925,2020-07-12,Baitadi,Rainy
926,2020-07-13,Baitadi,Rainy
927,2020-07-14,Baitadi,Rainy
928,2020-07-15,Baitadi,Rainy
929,2020-07-16,Baitadi,Rainy
930,2020-07-17,Baitadi,Rainy
931,2020-07-18,Baitadi,Rainy
932,2020-07-19,Baitadi,Cloudy
933,2020-07-20,Baitadi,Rainy
934,2020-07-21,Baitadi,Rainy
935,2020-07-22,Baitadi,Rainy
936,2020-07-23,Baitadi,Rainy
937,2020-07-24,Baitadi,Rainy
938,2020-07-25,Baitadi,Rainy
939,2020-07-26,Baitadi,Rainy
940,2020-07-27,Baitadi,Rainy
941,2020-07-28,Baitadi,Rainy
942,2020-07-29,Baitadi,Rainy
943,2020-07-30,Baitadi,Rainy
944,2020-07-31,Baitadi,Rainy
945,2020-08-01,Baitadi,Rainy
946,2020-08-02,Baitadi,Rainy
947,2020-08-03,Baitadi,Rainy
948,2020-08-04,Baitadi,Rainy
949,2020-08-05,Baitadi,Rainy
950,2020-08-06,Baitadi,Rainy
951,2020-08-07,Baitadi,Rainy
952,2020-08-08,Baitadi,Rainy
953,2020-08-09,Baitadi,Rainy
954,2020-08-10,Baitadi,Rainy
955,2020-08-11,Baitadi,Rainy
956,2020-08-12,Baitadi,Rainy
957,2020-08-13,Baitadi,Rainy
958,2020-08-14,Baitadi,Rainy
959,2020-08-15,Baitadi,Rainy
960,2020-08-16,Baitadi,Rainy
961,2020-08-17,Baitadi,Rainy
962,2020-08-18,Baitadi,Rainy
963,2020-08-19,Baitadi,Rainy
964,2020-08-20,Baitadi,Rainy
965,2020-08-21,Baitadi,Rainy
966,2020-08-22,Baitadi,Rainy
967,2020-08-23,Baitadi,Rainy
968,2020-08-24,Baitadi,Cloudy
969,2020-08-25,Baitadi,Cloudy
970,2020-08-26,Baitadi,Rainy
971,2020-08-27,Baitadi,Rainy
972,2020-08-28,Baitadi,Cloudy
973,2020-08-29,Baitadi,Rainy
974,2020-08-30,Baitadi,Cloudy
975,2020-08-31,Baitadi,Rainy
976,2020-09-01,Baitadi,Cloudy
977,2020-09-02,Baitadi,Cloudy
978,2020-09-03,Baitadi,Cloudy
979,2020-09-04,Baitadi,Cloudy
980,2020-09-05,Baitadi,Cloudy
981,2020-09-06,Baitadi,Cloudy
982,2020-09-07,Baitadi,Cloudy
983,2020-09-08,Baitadi,Cloudy
984,2020-09-09,Baitadi,Cloudy
985,2020-09-10,Baitadi,Cloudy
986,2020-09-11,Baitadi,Cloudy
987,2020-09-12,Baitadi,Cloudy
988,2020-09-13,Baitadi,Cloudy
989,2020-09-14,Baitadi,Cloudy
990,2020-09-15,Baitadi,Cloudy
991,2020-09-16,Baitadi,Cloudy
992,2020-09-17,Baitadi,Cloudy
993,2020-09-18,Baitadi,Cloudy
994,2020-09-19,Baitadi,Cloudy
995,2020-09-20,Baitadi,Cloudy
996,2020-09-21,Baitadi,Cloudy
997,2020-09-22,Baitadi,Cloudy
998,2020-09-23,Baitadi,Cloudy
999,2020-09-24,Baitadi,Cloudy
1000,2020-09-25,Baitadi,Cloudy
1001,2020-09-26,Baitadi,Cloudy
1002,2020-09-27,Baitadi,Cloudy
1003,2020-09-28,Baitadi,Cloudy
1004,2020-09-29,Baitadi,Clear
1005,2020-09-30,Baitadi,Cloudy
1006,2020-10-01,Baitadi,Cloudy
1007,2020-10-02,Baitadi,Cloudy
1008,2020-10-03,Baitadi,Clear
1009,2020-10-04,Baitadi,Clear
1010,2020-10-05,Baitadi,Clear
1011,2020-10-06,Baitadi,Clear
1012,2020-10-07,Baitadi,Clear
1013,2020-10-08,Baitadi,Clear
1014,2020-10-09,Baitadi,Clear
1015,2020-10-10,Baitadi,Clear
1016,2020-10-11,Baitadi,Clear
1017,2020-10-12,Baitadi,Clear
1018,2020-10-13,Baitadi,Clear
1019,2020-10-14,Baitadi,Clear
1020,2020-10-15,Baitadi,Clear
1021,2020-10-16,Baitadi,Clear
1022,2020-10-17,Baitadi,Clear
1023,2020-10-18,Baitadi,Clear
1024,2020-10-19,Baitadi,Clear
1025,2020-10-20,Baitadi,Clear
1026,2020-10-21,Baitadi,Clear
1027,2020-10-22,Baitadi,Clear
1028,2020-10-23,Baitadi,Clear
1029,2020-10-24,Baitadi,Clear
1030,2020-10-25,Baitadi,Clear
1031,2020-10-26,Baitadi,Clear
1032,2020-10-27,Baitadi,Clear
1033,2020-10-28,Baitadi,Clear
1034,2020-10-29,Baitadi,Clear
1035,2020-10-30,Baitadi,Clear
1036,2020-10-31,Baitadi,Clear
1037,2020-11-01,Baitadi,Clear
1038,2020-11-02,Baitadi,Clear
1039,2020-11-03,Baitadi,Clear
1040,2020-11-04,Baitadi,Clear
1041,2020-11-05,Baitadi,Clear
1042,2020-11-06,Baitadi,Clear
1043,2020-11-07,Baitadi,Clear
1044,2020-11-08,Baitadi,Clear
1045,2020-11-09,Baitadi,Clear
1046,2020-11-10,Baitadi,Clear
1047,2020-11-11,Baitadi,Clear
1048,2020-11-12,Baitadi,Clear
1049,2020-11-13,Baitadi,Clear
1050,2020-11-14,Baitadi,Clear
1051,2020-11-15,Baitadi,Clear
1052,2020-11-16,Baitadi,Clear
1053,2020-11-17,Baitadi,Clear
1054,2020-11-18,Baitadi,Clear
1055,2020-11-19,Baitadi,Clear
1056,2020-11-20,Baitadi,Clear
1057,2020-11-21,Baitadi,Clear
1058,2020-11-22,Baitadi,Clear
1059,2020-11-23,Baitadi,Clear
1060,2020-11-24,Baitadi,Clear
1061,2020-11-25,Baitadi,Clear
1062,2020-11-26,Baitadi,Clear
1063,2020-11-27,Baitadi,Clear
1064,2020-11-28,Baitadi,Clear
1065,2020-11-29,Baitadi,Clear
1066,2020-11-30,Baitadi,Clear
1067,2020-12-01,Baitadi,Clear
1068,2020-12-02,Baitadi,Clear
1069,2020-12-03,Baitadi,Clear
1070,2020-12-04,Baitadi,Clear
1071,2020-12-05,Baitadi,Clear
1072,2020-12-06,Baitadi,Clear
1073,2020-12-07,Baitadi,Clear
1074,2020-12-08,Baitadi,Clear
1075,2020-12-09,Baitadi,Clear
1076,2020-12-10,Baitadi,Clear
1077,2020-12-11,Baitadi,Clear
1078,2020-12-12,Baitadi,Clear
1079,2020-12-13,Baitadi,Clear
1080,2020-12-14,Baitadi,Clear
1081,2020-12-15,Baitadi,Clear
1082,2020-12-16,Baitadi,Clear
1083,2020-12-17,Baitadi,Clear
1084,2020-12-18,Baitadi,Clear
1085,2020-12-19,Baitadi,Clear
1086,2020-12-20,Baitadi,Clear
1087,2020-12-21,Baitadi,Clear
1088,2020-12-22,Baitadi,Clear
1089,2020-12-23,Baitadi,Clear
1090,2020-12-24,Baitadi,Clear
1091,2020-12-25,Baitadi,Clear
1092,2020-12-26,Baitadi,Clear
1093,2020-12-27,Baitadi,Clear
1094,2020-12-28,Baitadi,Clear
1095,2020-12-29,Baitadi,Clear
1096,2020-12-30,Baitadi,Clear
1097,2020-12-31,Baitadi,Clear
1098,2020-01-01,Bajang,Cloudy
1099,2020-01-02,Bajang,Cloudy
1100,2020-01-03,Bajang,Cloudy
1101,2020-01-04,Bajang,Cloudy
1102,2020-01-05,Bajang,Cloudy
1103,2020-01-06,Bajang,Cloudy
1104,2020-01-07,Bajang,Cloudy
1105,2020-01-08,Bajang,Cloudy
1106,2020-01-09,Bajang,Cloudy
1107,2020-01-10,Bajang,Cloudy
1108,2020-01-11,Bajang,Cloudy
1109,2020-01-12,Bajang,Cloudy
1110,2020-01-13,Bajang,Cloudy
1111,2020-01-14,Bajang,Cloudy
1112,2020-01-15,Bajang,Cloudy
1113,2020-01-16,Bajang,Cloudy
1114,2020-01-17,Bajang,Cloudy
1115,2020-01-18,Bajang,Cloudy
1116,2020-01-19,Bajang,Cloudy
1117,2020-01-20,Bajang,Cloudy
1118,2020-01-21,Bajang,Cloudy
1119,2020-01-22,Bajang,Cloudy
1120,2020-01-23,Bajang,Cloudy
1121,2020-01-24,Bajang,Cloudy
1122,2020-01-25,Bajang,Cloudy
1123,2020-01-26,Bajang,Cloudy
1124,2020-01-27,Bajang,Cloudy
1125,2020-01-28,Bajang,Cloudy
1126,2020-01-29,Bajang,Cloudy
1127,2020-01-30,Bajang,Cloudy
1128,2020-01-31,Bajang,Cloudy
1129,2020-02-01,Bajang,Cloudy
1130,2020-02-02,Bajang,Cloudy
1131,2020-02-03,Bajang,Cloudy
1132,2020-02-04,Bajang,Cloudy
1133,2020-02-05,Bajang,Cloudy
1134,2020-02-06,Bajang,Cloudy
1135,2020-02-07,Bajang,Cloudy
1136,2020-02-08,Bajang,Cloudy
1137,2020-02-09,Bajang,Cloudy
1138,2020-02-10,Bajang,Cloudy
1139,2020-02-11,Bajang,Cloudy
1140,2020-02-12,Bajang,Cloudy
1141,2020-02-13,Bajang,Cloudy
1142,2020-02-14,Bajang,Cloudy
1143,2020-02-15,Bajang,Cloudy
1144,2020-02-16,Bajang,Cloudy
1145,2020-02-17,Bajang,Cloudy
1146,2020-02-18,Bajang,Cloudy
1147,2020-02-19,Bajang,Cloudy
1148,2020-02-20,Bajang,Cloudy
1149,2020-02-21,Bajang,Cloudy
1150,2020-02-22,Bajang,Cloudy
1151,2020-02-23,Bajang,Cloudy
1152,2020-02-24,Bajang,Cloudy
1153,2020-02-25,Bajang,Cloudy
1154,2020-02-26,Bajang,Cloudy
1155,2020-02-27,Bajang,Cloudy
1156,2020-02-28,Bajang,Cloudy
1157,2020-02-29,Bajang,Cloudy
1158,2020-03-01,Bajang,Cloudy
1159,2020-03-02,Bajang,Cloudy
1160,2020-03-03,Bajang,Cloudy
1161,2020-03-04,Bajang,Clear
1162,2020-03-05,Bajang,Cloudy
1163,2020-03-06,Bajang,Clear
1164,2020-03-07,Bajang,Clear
1165,2020-03-08,Bajang,Clear
1166,2020-03-09,Bajang,Clear
1167,2020-03-10,Bajang,Cloudy
1168,2020-03-11,Bajang,Clear
1169,2020-03-12,Bajang,Clear
1170,2020-03-13,Bajang,Clear
1171,2020-03-14,Bajang,Clear
1172,2020-03-15,Bajang,Clear
1173,2020-03-16,Bajang,Clear
1174,2020-03-17,Bajang,Clear
1175,2020-03-18,Bajang,Clear
1176,2020-03-19,Bajang,Clear
1177,2020-03-20,Bajang,Clear
1178,2020-03-21,Bajang,Clear
1179,2020-03-22,Bajang,Clear
1180,2020-03-23,Bajang,Clear
1181,2020-03-24,Bajang,Clear
1182,2020-03-25,Bajang,Clear
1183,2020-03-26,Bajang,Clear
1184,2020-03-27,Bajang,Clear
1185,2020-03-28,Bajang,Clear
1186,2020-03-29,Bajang,Clear
1187,2020-03-30,Bajang,Clear
1188,2020-03-31,Bajang,Clear
1189,2020-04-01,Bajang,Clear
1190,2020-04-02,Bajang,Clear
1191,2020-04-03,Bajang,Clear
1192,2020-04-04,Bajang,Clear
1193,2020-04-05,Bajang,Clear
1194,2020-04-06,Bajang,Clear
1195,2020-04-07,Bajang,Clear
1196,2020-04-08,Bajang,Clear
1197,2020-04-09,Bajang,Clear
1198,2020-04-10,Bajang,Clear
1199,2020-04-11,Bajang,Clear
1200,2020-04-12,Bajang,Clear
1201,2020-04-13,Bajang,Clear
1202,2020-04-14,Bajang,Clear
1203,2020-04-15,Bajang,Clear
1204,2020-04-16,Bajang,Clear
1205,2020-04-17,Bajang,Clear
1206,2020-04-18,Bajang,Clear
1207,2020-04-19,Bajang,Clear
1208,2020-04-20,Bajang,Clear
1209,2020-04-21,Bajang,Clear
1210,2020-04-22,Bajang,Clear
1211,2020-04-23,Bajang,Clear
1212,2020-04-24,Bajang,Clear
1213,2020-04-25,Bajang,Clear
1214,2020-04-26,Bajang,Clear
1215,2020-04-27,Bajang,Clear
1216,2020-04-28,Bajang,Clear
1217,2020-04-29,Bajang,Clear
1218,2020-04-30,Bajang,Clear
1219,2020-05-01,Bajang,Clear
1220,2020-05-02,Bajang,Clear
1221,2020-05-03,Bajang,Clear
1222,2020-05-04,Bajang,Clear
1223,2020-05-05,Bajang,Clear
1224,2020-05-06,Bajang,Clear
1225,2020-05-07,Bajang,Clear
1226,2020-05-08,Bajang,Clear
1227,2020-05-09,Bajang,Clear
1228,2020-05-10,Bajang,Clear
1229,2020-05-11,Bajang,Clear
1230,2020-05-12,Bajang,Clear
1231,2020-05-13,Bajang,Clear
1232,2020-05-14,Bajang,Clear
1233,2020-05-15,Bajang,Clear
1234,2020-05-16,Bajang,Clear
1235,2020-05-17,Bajang,Clear
1236,2020-05-18,Bajang,Clear
1237,2020-05-19,Bajang,Clear
1238,2020-05-20,Bajang,Clear
1239,2020-05-21,Bajang,Clear
1240,2020-05-22,Bajang,Clear
1241,2020-05-23,Bajang,Clear
1242,2020-05-24,Bajang,Clear
1243,2020-05-25,Bajang,Clear
1244,2020-05-26,Bajang,Clear
1245,2020-05-27,Bajang,Clear
1246,2020-05-28,Bajang,Clear
1247,2020-05-29,Bajang,Clear
1248,2020-05-30,Bajang,Clear
1249,2020-05-31,Bajang,Clear
1250,2020-06-01,Bajang,Clear
1251,2020-06-02,Bajang,Clear
1252,2020-06-03,Bajang,Clear
1253,2020-06-04,Bajang,Clear
1254,2020-06-05,Bajang,Clear
1255,2020-06-06,Bajang,Clear
1256,2020-06-07,Bajang,Clear
1257,2020-06-08,Bajang,Clear
1258,2020-06-09,Bajang,Clear
1259,2020-06-10,Bajang,Clear
1260,2020-06-11,Bajang,Clear
1261,2020-06-12,Bajang,Clear
1262,2020-06-13,Bajang,Clear
1263,2020-06-14,Bajang,Clear
1264,2020-06-15,Bajang,Clear
1265,2020-06-16,Bajang,Clear
1266,2020-06-17,Bajang,Clear
1267,2020-06-18,Bajang,Clear
1268,2020-06-19,Bajang,Clear
1269,2020-06-20,Bajang,Clear
1270,2020-06-21,Bajang,Clear
1271,2020-06-22,Bajang,Clear
1272,2020-06-23,Bajang,Clear
1273,2020-06-24,Bajang,Rainy
1274,2020-06-25,Bajang,Clear
1275,2020-06-26,Bajang,Clear
1276,2020-06-27,Bajang,Rainy
1277,2020-06-28,Bajang,Rainy
1278,2020-06-29,Bajang,Rainy
1279,2020-06-30,Bajang,Clear
1280,2020-07-01,Bajang,Rainy
1281,2020-07-02,Bajang,Clear
1282,2020-07-03,Bajang,Rainy
1283,2020-07-04,Bajang,Rainy
1284,2020-07-05,Bajang,Rainy
1285,2020-07-06,Bajang,Rainy
1286,2020-07-07,Bajang,Rainy
1287,2020-07-08,Bajang,Rainy
1288,2020-07-09,Bajang,Rainy
1289,2020-07-10,Bajang,Rainy
1290,2020-07-11,Bajang,Rainy
1291,2020-07-12,Bajang,Rainy
1292,2020-07-13,Bajang,Rainy
1293,2020-07-14,Bajang,Rainy
1294,2020-07-15,Bajang,Rainy
1295,2020-07-16,Bajang,Rainy
1296,2020-07-17,Bajang,Rainy
1297,2020-07-18,Bajang,Rainy
1298,2020-07-19,Bajang,Cloudy
1299,2020-07-20,Bajang,Cloudy
1300,2020-07-21,Bajang,Rainy
1301,2020-07-22,Bajang,Rainy
1302,2020-07-23,Bajang,Rainy
1303,2020-07-24,Bajang,Rainy
1304,2020-07-25,Bajang,Rainy
1305,2020-07-26,Bajang,Rainy
1306,2020-07-27,Bajang,Rainy
1307,2020-07-28,Bajang,Rainy
1308,2020-07-29,Bajang,Rainy
1309,2020-07-30,Bajang,Rainy
1310,2020-07-31,Bajang,Rainy
1311,2020-08-01,Bajang,Rainy
1312,2020-08-02,Bajang,Cloudy
1313,2020-08-03,Bajang,Rainy
1314,2020-08-04,Bajang,Cloudy
1315,2020-08-05,Bajang,Cloudy
1316,2020-08-06,Bajang,Cloudy
1317,2020-08-07,Bajang,Cloudy
1318,2020-08-08,Bajang,Cloudy
1319,2020-08-09,Bajang,Cloudy
1320,2020-08-10,Bajang,Rainy
1321,2020-08-11,Bajang,Cloudy
1322,2020-08-12,Bajang,Rainy
1323,2020-08-13,Bajang,Rainy
1324,2020-08-14,Bajang,Rainy
1325,2020-08-15,Bajang,Cloudy
1326,2020-08-16,Bajang,Rainy
1327,2020-08-17,Bajang,Rainy
1328,2020-08-18,Bajang,Rainy
1329,2020-08-19,Bajang,Rainy
1330,2020-08-20,Bajang,Cloudy
1331,2020-08-21,Bajang,Cloudy
1332,2020-08-22,Bajang,Rainy
1333,2020-08-23,Bajang,Cloudy
1334,2020-08-24,Bajang,Cloudy
1335,2020-08-25,Bajang,Cloudy
1336,2020-08-26,Bajang,Cloudy
1337,2020-08-27,Bajang,Cloudy
1338,2020-08-28,Bajang,Cloudy
1339,2020-08-29,Bajang,Cloudy
1340,2020-08-30,Bajang,Cloudy
1341,2020-08-31,Bajang,Cloudy
1342,2020-09-01,Bajang,Cloudy
1343,2020-09-02,Bajang,Cloudy
1344,2020-09-03,Bajang,Cloudy
1345,2020-09-04,Bajang,Cloudy
1346,2020-09-05,Bajang,Cloudy
1347,2020-09-06,Bajang,Cloudy
1348,2020-09-07,Bajang,Cloudy
1349,2020-09-08,Bajang,Cloudy
1350,2020-09-09,Bajang,Cloudy
1351,2020-09-10,Bajang,Cloudy
1352,2020-09-11,Bajang,Cloudy
1353,2020-09-12,Bajang,Cloudy
1354,2020-09-13,Bajang,Cloudy
1355,2020-09-14,Bajang,Cloudy
1356,2020-09-15,Bajang,Cloudy
1357,2020-09-16,Bajang,Cloudy
1358,2020-09-17,Bajang,Cloudy
1359,2020-09-18,Bajang,Cloudy
1360,2020-09-19,Bajang,Cloudy
1361,2020-09-20,Bajang,Cloudy
1362,2020-09-21,Bajang,Cloudy
1363,2020-09-22,Bajang,Cloudy
1364,2020-09-23,Bajang,Cloudy
1365,2020-09-24,Bajang,Cloudy
1366,2020-09-25,Bajang,Cloudy
1367,2020-09-26,Bajang,Cloudy
1368,2020-09-27,Bajang,Cloudy
1369,2020-09-28,Bajang,Cloudy
1370,2020-09-29,Bajang,Clear
1371,2020-09-30,Bajang,Cloudy
1372,2020-10-01,Bajang,Cloudy
1373,2020-10-02,Bajang,Clear
1374,2020-10-03,Bajang,Clear
1375,2020-10-04,Bajang,Clear
1376,2020-10-05,Bajang,Clear
1377,2020-10-06,Bajang,Clear
1378,2020-10-07,Bajang,Clear
1379,2020-10-08,Bajang,Clear
1380,2020-10-09,Bajang,Clear
1381,2020-10-10,Bajang,Clear
1382,2020-10-11,Bajang,Clear
1383,2020-10-12,Bajang,Clear
1384,2020-10-13,Bajang,Clear
1385,2020-10-14,Bajang,Clear
1386,2020-10-15,Bajang,Clear
1387,2020-10-16,Bajang,Clear
1388,2020-10-17,Bajang,Clear
1389,2020-10-18,Bajang,Clear
